"scenario","year","input","S","T"
"ssp534-over",2295,"aPhi",0.0196287496980997,0.03636273516885
"ssp534-over",2295,"n",0.0164862204372634,0.045210245369647
"ssp534-over",2295,"m",0.0175828868610994,0.0386615065702322
"ssp534-over",2295,"uf",0.000652050959562462,0.0102643761386153
"ssp534-over",2295,"gamma",0.337659016159472,0.397539352853137
"ssp534-over",2295,"UMV",-0.00696009791470689,0.00390415305166725
"ssp534-over",2295,"forcing",0.505172298851708,0.571975254565096
"ssp534-over",2300,"aPhi",0.019810588535001,0.0368768308434587
"ssp534-over",2300,"n",0.016898279383249,0.0461909196517288
"ssp534-over",2300,"m",0.0184472371757234,0.0399280126006992
"ssp534-over",2300,"uf",0.000823364723904515,0.010580075419104
"ssp534-over",2300,"gamma",0.34244891572505,0.403849091312482
"ssp534-over",2300,"UMV",-0.0070609119404591,0.00407952264250733
"ssp534-over",2300,"forcing",0.496451152675452,0.564415852441275
"ssp585",2020,"aPhi",0.0168829871124352,0.0324611235202421
"ssp585",2020,"n",0.00293929709858885,0.0114750769044811
"ssp585",2020,"m",0.00994549132009914,0.0203878062774702
"ssp585",2020,"uf",-0.00293712120613757,0.00303299333426665
"ssp585",2020,"gamma",0.0286591188316969,0.0803822492768215
"ssp585",2020,"UMV",-0.00381740980343424,0.00228270500730132
"ssp585",2020,"forcing",0.865281207299309,0.915271363908854
"ssp585",2025,"aPhi",0.0110985805913508,0.0239626407472949
"ssp585",2025,"n",0.000166196351992693,0.00708099528281381
"ssp585",2025,"m",0.00882313802273609,0.0183902192951307
"ssp585",2025,"uf",-0.00297397636946221,0.00265192863486685
"ssp585",2025,"gamma",0.0328690417733335,0.0826836774015394
"ssp585",2025,"UMV",-0.00387848896210728,0.00177480683772646
"ssp585",2025,"forcing",0.875601763402315,0.923914128266542
"ssp585",2030,"aPhi",0.00829221106285875,0.0203079243577238
"ssp585",2030,"n",-0.0015202033704848,0.00515141228858551
"ssp585",2030,"m",0.00698203299074273,0.0162645385455887
"ssp585",2030,"uf",-0.00317916178802044,0.00248753353871767
"ssp585",2030,"gamma",0.0399290376778213,0.0889901129392746
"ssp585",2030,"UMV",-0.00401715714124931,0.00159635090457466
"ssp585",2030,"forcing",0.876413312505259,0.924553925689822
"ssp585",2035,"aPhi",0.00739740178267525,0.019115715877032
"ssp585",2035,"n",-0.00175714719397262,0.00497270675587103
"ssp585",2035,"m",0.00734051892845782,0.0165544798423536
"ssp585",2035,"uf",-0.00334817017329869,0.00243645473751797
"ssp585",2035,"gamma",0.0491759021886803,0.0978308456378298
"ssp585",2035,"UMV",-0.00421835440392361,0.00137568567506441
"ssp585",2035,"forcing",0.868439106511051,0.916783725548373
"ssp585",2040,"aPhi",0.00613755711565896,0.0172180654458317
"ssp585",2040,"n",-0.00239045151697329,0.00419716195569397
"ssp585",2040,"m",0.00663086160380473,0.0155490321063405
"ssp585",2040,"uf",-0.00342832034293044,0.00233888964915518
"ssp585",2040,"gamma",0.0586032272245985,0.105865635383097
"ssp585",2040,"UMV",-0.00431884418667067,0.00112342227793749
"ssp585",2040,"forcing",0.863689037893481,0.910956686943813
"ssp585",2045,"aPhi",0.00779344369538095,0.0197483357050542
"ssp585",2045,"n",-0.00244601480424559,0.00496452568478689
"ssp585",2045,"m",0.00628239095101844,0.015381899279225
"ssp585",2045,"uf",-0.00388577236219689,0.00235427983126246
"ssp585",2045,"gamma",0.0883804792807109,0.137513966033397
"ssp585",2045,"UMV",-0.00471487428281962,0.000889945325858288
"ssp585",2045,"forcing",0.829262770304588,0.88048690752479
"ssp585",2050,"aPhi",0.00927824167928159,0.0224063334584582
"ssp585",2050,"n",-0.00238570564763244,0.00603423815530246
"ssp585",2050,"m",0.0065540002463584,0.0159651841900089
"ssp585",2050,"uf",-0.00425914395383979,0.00241737093971972
"ssp585",2050,"gamma",0.118042857232609,0.170771403953933
"ssp585",2050,"UMV",-0.00501652917641531,0.00065052045609082
"ssp585",2050,"forcing",0.79211325365182,0.849496184535502
"ssp585",2055,"aPhi",0.0112572323302447,0.0263166492350558
"ssp585",2055,"n",-0.00285383162777701,0.00703982753525534
"ssp585",2055,"m",0.00474000162983074,0.0146897206993828
"ssp585",2055,"uf",-0.00485030898368399,0.00256101030991396
"ssp585",2055,"gamma",0.151775737507513,0.211058619951907
"ssp585",2055,"UMV",-0.0054023282221554,0.000607215240104653
"ssp585",2055,"forcing",0.748942184811504,0.816587705569937
"ssp585",2060,"aPhi",0.0136016232865036,0.0305258398965131
"ssp585",2060,"n",-0.00343920354550671,0.00808532060207345
"ssp585",2060,"m",0.00270183066108632,0.0131529561957782
"ssp585",2060,"uf",-0.0053070095078698,0.00269621641985862
"ssp585",2060,"gamma",0.191652001227593,0.256734591219088
"ssp585",2060,"UMV",-0.0056175684991708,0.000493008363045111
"ssp585",2060,"forcing",0.700702273598978,0.776963553187162
"ssp585",2065,"aPhi",0.0157354348944288,0.0336585606025207
"ssp585",2065,"n",-0.00401829230539885,0.00907877835342974
"ssp585",2065,"m",0.000151177521119057,0.0109187844802779
"ssp585",2065,"uf",-0.00549842853102106,0.00272786070358022
"ssp585",2065,"gamma",0.226715481136182,0.292762618959303
"ssp585",2065,"UMV",-0.00554541042345908,0.000385910143889556
"ssp585",2065,"forcing",0.664806615273788,0.741215239544258
"ssp585",2070,"aPhi",0.0175452985809412,0.0365227803937913
"ssp585",2070,"n",-0.00413009844923346,0.010589192516952
"ssp585",2070,"m",-0.00191668147313751,0.0093159805869758
"ssp585",2070,"uf",-0.00570470208340546,0.0028410247079651
"ssp585",2070,"gamma",0.254739136937092,0.32275928653688
"ssp585",2070,"UMV",-0.0055570601877172,0.000371184450140727
"ssp585",2070,"forcing",0.634082579952194,0.711766364499831
"ssp585",2075,"aPhi",0.0194241434753061,0.0392953244320957
"ssp585",2075,"n",-0.00371412211641447,0.0129205047868118
"ssp585",2075,"m",-0.00366669122888058,0.00811423258636734
"ssp585",2075,"uf",-0.00580659322709887,0.0029443899435716
"ssp585",2075,"gamma",0.281567589235374,0.350009800198548
"ssp585",2075,"UMV",-0.00546653938101381,0.00037197915545284
"ssp585",2075,"forcing",0.605737447778539,0.681342970190568
"ssp585",2080,"aPhi",0.0214164900176303,0.0427080998730153
"ssp585",2080,"n",-0.00331821290865839,0.0155148321649107
"ssp585",2080,"m",-0.00463619664721846,0.0078893351745023
"ssp585",2080,"uf",-0.00593718480630889,0.00304742392991897
"ssp585",2080,"gamma",0.3076811749304,0.378018505120054
"ssp585",2080,"UMV",-0.00533313121193455,0.00042102505078423
"ssp585",2080,"forcing",0.575079052358136,0.650432855227435
"ssp585",2085,"aPhi",0.0226287511856159,0.0443245735567427
"ssp585",2085,"n",-0.00177851731871685,0.0189530980518025
"ssp585",2085,"m",-0.00545567403439155,0.00768219583585827
"ssp585",2085,"uf",-0.00592556337499225,0.00320616735901791
"ssp585",2085,"gamma",0.32531702344877,0.395085400540897
"ssp585",2085,"UMV",-0.00528832585262325,0.000435581053875977
"ssp585",2085,"forcing",0.556115434393721,0.627269138011816
"ssp585",2090,"aPhi",0.0239735132299732,0.0462954983899431
"ssp585",2090,"n",0.000252103372915632,0.0231643626115767
"ssp585",2090,"m",-0.00571263729813094,0.00821632372763992
"ssp585",2090,"uf",-0.00589773790792121,0.00343205643834632
"ssp585",2090,"gamma",0.343893522195104,0.413930463139819
"ssp585",2090,"UMV",-0.00525552951902521,0.000462579201236824
"ssp585",2090,"forcing",0.533802087624767,0.601570909917392
"ssp585",2095,"aPhi",0.0246924544818095,0.0469995957734418
"ssp585",2095,"n",0.00318427205122936,0.027968029965638
"ssp585",2095,"m",-0.00528437090309991,0.00932754564674998
"ssp585",2095,"uf",-0.00571713411770937,0.00367089911812457
"ssp585",2095,"gamma",0.354740489827031,0.423342145024891
"ssp585",2095,"UMV",-0.00522339850266885,0.000461157533735768
"ssp585",2095,"forcing",0.520693748566674,0.582574534737707
"ssp585",2100,"aPhi",0.0253033933164057,0.0475438038314319
"ssp585",2100,"n",0.00643928114509533,0.0329582329004549
"ssp585",2100,"m",-0.00434819178256881,0.0109622663234648
"ssp585",2100,"uf",-0.00547994788725068,0.00397538506305195
"ssp585",2100,"gamma",0.363966068507976,0.431454244129745
"ssp585",2100,"UMV",-0.00521425231784643,0.000456894043078471
"ssp585",2100,"forcing",0.507997726141965,0.56471148610603
"ssp585",2105,"aPhi",0.0256841880919137,0.0477007681780985
"ssp585",2105,"n",0.0102583625580722,0.0383703916030048
"ssp585",2105,"m",-0.00292749098105801,0.0130838678065868
"ssp585",2105,"uf",-0.00517729404053689,0.00434590171730298
"ssp585",2105,"gamma",0.370586609790054,0.437136188465802
"ssp585",2105,"UMV",-0.00524314196597466,0.000441497825098836
"ssp585",2105,"forcing",0.496858418848348,0.548953701116805
"ssp585",2110,"aPhi",0.02606130778875,0.0476453887017257
"ssp585",2110,"n",0.0150329297734747,0.0446657804677089
"ssp585",2110,"m",-0.0007350894743903,0.0160558397808516
"ssp585",2110,"uf",-0.00470094470701494,0.00492755121520028
"ssp585",2110,"gamma",0.377364503730715,0.44297390866078
"ssp585",2110,"UMV",-0.00530615066869505,0.000425996452994459
"ssp585",2110,"forcing",0.483676784386723,0.531260093646365
"ssp585",2115,"aPhi",0.0262591868351397,0.0473330653332842
"ssp585",2115,"n",0.020085804609193,0.0510929408473355
"ssp585",2115,"m",0.00187931298393479,0.0194316021891152
"ssp585",2115,"uf",-0.00414731657960977,0.00556101321433011
"ssp585",2115,"gamma",0.381871610789288,0.446569614443565
"ssp585",2115,"UMV",-0.00535816292035373,0.000421464114866654
"ssp585",2115,"forcing",0.472125168837565,0.515550192091245
"ssp585",2120,"aPhi",0.026229851669671,0.0464770832536716
"ssp585",2120,"n",0.0261779653423789,0.0583296863237045
"ssp585",2120,"m",0.00529333730738922,0.0236082427886156
"ssp585",2120,"uf",-0.00337865069682669,0.00639638896612538
"ssp585",2120,"gamma",0.383870928739032,0.447360322190806
"ssp585",2120,"UMV",-0.00541687625893079,0.000434133299799022
"ssp585",2120,"forcing",0.461690146293978,0.500967357339117
"ssp585",2125,"aPhi",0.0261791653432114,0.0457778755286453
"ssp585",2125,"n",0.0319100349561071,0.0652232894433353
"ssp585",2125,"m",0.00878116423460647,0.0278578552226868
"ssp585",2125,"uf",-0.00262460857348863,0.0071900217025741
"ssp585",2125,"gamma",0.385160905901001,0.447700579313637
"ssp585",2125,"UMV",-0.00542998463453861,0.000469258516280879
"ssp585",2125,"forcing",0.451848797865149,0.487393066850476
"ssp585",2130,"aPhi",0.0260724447750497,0.0450083893374978
"ssp585",2130,"n",0.0380921584545333,0.0725375507209125
"ssp585",2130,"m",0.0126846258477984,0.0325598294647457
"ssp585",2130,"uf",-0.00178640506400556,0.0080772305233392
"ssp585",2130,"gamma",0.385788362994487,0.447611314682182
"ssp585",2130,"UMV",-0.00543687290521392,0.000525437721021538
"ssp585",2130,"forcing",0.441419379951,0.473769592043175
"ssp585",2135,"aPhi",0.0259281813826304,0.0442064672229501
"ssp585",2135,"n",0.0442390962001491,0.079664158251161
"ssp585",2135,"m",0.0167100113911792,0.0373458052842431
"ssp585",2135,"uf",-0.000905293238584895,0.00901080362030104
"ssp585",2135,"gamma",0.385807816013836,0.447067137002412
"ssp585",2135,"UMV",-0.00542998340250215,0.000605121038712575
"ssp585",2135,"forcing",0.43124357339212,0.461031441919123
"ssp585",2140,"aPhi",0.0257289363423334,0.0432837355295342
"ssp585",2140,"n",0.0509208849938632,0.087259438664083
"ssp585",2140,"m",0.0212319091595303,0.0426558530698073
"ssp585",2140,"uf",0.000113239981250579,0.0100841090578057
"ssp585",2140,"gamma",0.385148323194043,0.445854305505349
"ssp585",2140,"UMV",-0.00539972533481734,0.000722148962379876
"ssp585",2140,"forcing",0.420555390017013,0.448038559874278
"ssp585",2145,"aPhi",0.0255894857248652,0.0424614774428752
"ssp585",2145,"n",0.057868487330272,0.0951126057917363
"ssp585",2145,"m",0.0261522603434881,0.0484058364490295
"ssp585",2145,"uf",0.00123926335689813,0.011292031667035
"ssp585",2145,"gamma",0.385134731287966,0.445491594968507
"ssp585",2145,"UMV",-0.00534503401171064,0.00088248468391694
"ssp585",2145,"forcing",0.408000264123508,0.43365767090351
"ssp585",2150,"aPhi",0.0253542051164588,0.041552819890161
"ssp585",2150,"n",0.0646966283696901,0.102740423922834
"ssp585",2150,"m",0.0310388534129375,0.0540711588797357
"ssp585",2150,"uf",0.00237068688849897,0.0124762048686046
"ssp585",2150,"gamma",0.383773033247523,0.443736509147319
"ssp585",2150,"UMV",-0.00526169173689542,0.00106136965948822
"ssp585",2150,"forcing",0.3970743524854,0.421083350463527
"ssp585",2155,"aPhi",0.0250917394002337,0.0406537765528442
"ssp585",2155,"n",0.0715443344879971,0.11036702201305
"ssp585",2155,"m",0.0360425017659925,0.059851759838136
"ssp585",2155,"uf",0.00353355179798975,0.0136818593396903
"ssp585",2155,"gamma",0.38194384333839,0.441561800437662
"ssp585",2155,"UMV",-0.00515264145360956,0.00126264343974791
"ssp585",2155,"forcing",0.386361886340626,0.408894446381985
"ssp585",2160,"aPhi",0.0247629250665564,0.0396502852411197
"ssp585",2160,"n",0.0789558485278835,0.11852376718094
"ssp585",2160,"m",0.0414187133983734,0.0660318468753547
"ssp585",2160,"uf",0.00479719052596855,0.0149863323461372
"ssp585",2160,"gamma",0.379356278836343,0.438654728464083
"ssp585",2160,"UMV",-0.00501376735917973,0.00150354684528375
"ssp585",2160,"forcing",0.375344771392011,0.396650048714962
"ssp585",2165,"aPhi",0.0243857968455208,0.0385897965737563
"ssp585",2165,"n",0.0862213968721595,0.126383496951843
"ssp585",2165,"m",0.0468253080968819,0.0721830557175558
"ssp585",2165,"uf",0.0061288055657973,0.0163399984999033
"ssp585",2165,"gamma",0.375928871731112,0.434761197777543
"ssp585",2165,"UMV",-0.00483145346570137,0.00178852907040761
"ssp585",2165,"forcing",0.365386395588375,0.385592690207502
"ssp585",2170,"aPhi",0.0240227445811964,0.0376793259455168
"ssp585",2170,"n",0.0922939221779727,0.13293760316131
"ssp585",2170,"m",0.05137168161974,0.0773434842021407
"ssp585",2170,"uf",0.00725289183540648,0.017463521027383
"ssp585",2170,"gamma",0.372358913013084,0.430785520776566
"ssp585",2170,"UMV",-0.00465660983561712,0.00204089648357797
"ssp585",2170,"forcing",0.35777779748897,0.377094360906485
"ssp585",2175,"aPhi",0.02362763598076,0.036736263024968
"ssp585",2175,"n",0.0988090051252052,0.139949383401863
"ssp585",2175,"m",0.0561217726551787,0.0827400555711137
"ssp585",2175,"uf",0.00841741513969023,0.0186311568428715
"ssp585",2175,"gamma",0.368490472211975,0.426592296661938
"ssp585",2175,"UMV",-0.00446348273809285,0.00231721532043461
"ssp585",2175,"forcing",0.349668091878582,0.36830684818583
"ssp585",2180,"aPhi",0.0232982821376379,0.0359317520791432
"ssp585",2180,"n",0.105136742030763,0.146795067490456
"ssp585",2180,"m",0.0609018904659298,0.0881725270350358
"ssp585",2180,"uf",0.00959288982639075,0.0198215994171836
"ssp585",2180,"gamma",0.365306238253989,0.423178067673196
"ssp585",2180,"UMV",-0.0042561172227023,0.00261059720581669
"ssp585",2180,"forcing",0.34076706055718,0.358865033219366
"ssp585",2185,"aPhi",0.0229139582122482,0.0350837497263206
"ssp585",2185,"n",0.11111443942206,0.153185273740737
"ssp585",2185,"m",0.06546192155983,0.0933183826592064
"ssp585",2185,"uf",0.010752630748887,0.0209687877971816
"ssp585",2185,"gamma",0.361231959818518,0.418745027796711
"ssp585",2185,"UMV",-0.00402665093616829,0.00291571068078211
"ssp585",2185,"forcing",0.333560408126822,0.351105089323299
"ssp585",2190,"aPhi",0.02263948626183,0.034423050430453
"ssp585",2190,"n",0.117168405224007,0.159742086666434
"ssp585",2190,"m",0.0702058456498521,0.0986989906743917
"ssp585",2190,"uf",0.0119341589412436,0.0221735120256059
"ssp585",2190,"gamma",0.358558465287673,0.415928758405431
"ssp585",2190,"UMV",-0.00379288483086661,0.00323785544826671
"ssp585",2190,"forcing",0.324201716739215,0.341428416242912
"ssp585",2195,"aPhi",0.0223095732035322,0.0337151937433987
"ssp585",2195,"n",0.123097896163838,0.166124340072826
"ssp585",2195,"m",0.0748282771064084,0.10392513697465
"ssp585",2195,"uf",0.0130980831122896,0.023338466744934
"ssp585",2195,"gamma",0.355090153148678,0.412251153137599
"ssp585",2195,"UMV",-0.00354434577500112,0.00356484484148023
"ssp585",2195,"forcing",0.316049218848509,0.332947339284812
"ssp585",2200,"aPhi",0.0219473303230699,0.0329774665755509
"ssp585",2200,"n",0.129113027399029,0.172553465058994
"ssp585",2200,"m",0.0795178419695819,0.109209035475729
"ssp585",2200,"uf",0.0143025850008598,0.024534833574605
"ssp585",2200,"gamma",0.351150270102859,0.408050582096552
"ssp585",2200,"UMV",-0.00326897262882945,0.0039195747374734
"ssp585",2200,"forcing",0.308233651869569,0.324856619416125
"ssp585",2205,"aPhi",0.0215853407961033,0.0322574430875585
"ssp585",2205,"n",0.135465459884257,0.179362840900628
"ssp585",2205,"m",0.0845098361504625,0.114838175064503
"ssp585",2205,"uf",0.015578409320495,0.0258072076298225
"ssp585",2205,"gamma",0.347213422336987,0.403898878120226
"ssp585",2205,"UMV",-0.00296732610127597,0.0043058292305036
"ssp585",2205,"forcing",0.299579039612511,0.316001440897567
"ssp585",2210,"aPhi",0.0212460448205452,0.0316053385178071
"ssp585",2210,"n",0.141356421930343,0.185656423335671
"ssp585",2210,"m",0.0892011867934165,0.120114453549822
"ssp585",2210,"uf",0.0167981453574073,0.0270210633262477
"ssp585",2210,"gamma",0.343440386081599,0.399904627926583
"ssp585",2210,"UMV",-0.00266386545903475,0.00469018439313296
"ssp585",2210,"forcing",0.291561549374294,0.307852060881685
"ssp585",2215,"aPhi",0.0208830100608909,0.0309418878107397
"ssp585",2215,"n",0.147455727504958,0.192173791988286
"ssp585",2215,"m",0.0939994747490853,0.125515492146571
"ssp585",2215,"uf",0.0180367050725416,0.0282494101710024
"ssp585",2215,"gamma",0.339365779882624,0.39562679956044
"ssp585",2215,"UMV",-0.00234362905384726,0.00508974848130395
"ssp585",2215,"forcing",0.283485820707887,0.299694389967866
"ssp585",2220,"aPhi",0.0205025164720475,0.0302770118613773
"ssp585",2220,"n",0.153697903854587,0.198835056223896
"ssp585",2220,"m",0.0990192168339193,0.131151782861196
"ssp585",2220,"uf",0.0193522891842471,0.0295476476429075
"ssp585",2220,"gamma",0.334979743040358,0.391007906538723
"ssp585",2220,"UMV",-0.00198930795843798,0.00552570859052615
"ssp585",2220,"forcing",0.275271175723937,0.291413383761613
"ssp585",2225,"aPhi",0.0201739718077679,0.0297133146366078
"ssp585",2225,"n",0.159480693756793,0.205006930465732
"ssp585",2225,"m",0.103735385573726,0.136442256503951
"ssp585",2225,"uf",0.0205977913006955,0.0307848126038698
"ssp585",2225,"gamma",0.331183850876456,0.38701754911188
"ssp585",2225,"UMV",-0.001643571278098,0.0059525401633197
"ssp585",2225,"forcing",0.267200463331971,0.283359824790438
"ssp585",2230,"aPhi",0.01981236147897,0.0291234205322072
"ssp585",2230,"n",0.16552307904965,0.211438399337145
"ssp585",2230,"m",0.108615522898334,0.141912880719817
"ssp585",2230,"uf",0.0218934424485011,0.0320656413877616
"ssp585",2230,"gamma",0.326944157446957,0.38256112281577
"ssp585",2230,"UMV",-0.00126821760762298,0.00641027101150804
"ssp585",2230,"forcing",0.259113486842769,0.275332750474121
"ssp585",2235,"aPhi",0.0194753718047806,0.0285955817229394
"ssp585",2235,"n",0.17119499982744,0.217490027134808
"ssp585",2235,"m",0.113188772629847,0.147045207576761
"ssp585",2235,"uf",0.0230953708320623,0.0332533234524175
"ssp585",2235,"gamma",0.32296983577992,0.378416433642456
"ssp585",2235,"UMV",-0.000911755015443382,0.00684110615465217
"ssp585",2235,"forcing",0.25148547776558,0.267792740535413
"ssp585",2240,"aPhi",0.0191168867201266,0.0280621295306978
"ssp585",2240,"n",0.176867045015994,0.223529574628515
"ssp585",2240,"m",0.117760185974293,0.152169777015939
"ssp585",2240,"uf",0.024305809787614,0.0344403705406412
"ssp585",2240,"gamma",0.318656779707942,0.373911253196824
"ssp585",2240,"UMV",-0.000539497664567084,0.00728458216958128
"ssp585",2240,"forcing",0.24421979722446,0.260627684760429
"ssp585",2245,"aPhi",0.0187438719855828,0.0275304930028176
"ssp585",2245,"n",0.18260600363285,0.229632293384855
"ssp585",2245,"m",0.122356085826285,0.157320775122826
"ssp585",2245,"uf",0.0255259286805653,0.0356326049490655
"ssp585",2245,"gamma",0.314113270531807,0.36916835939753
"ssp585",2245,"UMV",-0.000151362323494483,0.00774268279479806
"ssp585",2245,"forcing",0.237082539901874,0.253623230687652
"ssp585",2250,"aPhi",0.0184258233657295,0.0271005485152879
"ssp585",2250,"n",0.186983947160654,0.234248832366768
"ssp585",2250,"m",0.125836732320695,0.161207860626601
"ssp585",2250,"uf",0.0264826766543488,0.0365558613673987
"ssp585",2250,"gamma",0.310146035030593,0.364980965514953
"ssp585",2250,"UMV",0.000170104437543133,0.008117232823597
"ssp585",2250,"forcing",0.232226864598048,0.248883975872426
"ssp585",2255,"aPhi",0.0180665494505685,0.0266326861922713
"ssp585",2255,"n",0.192037681910257,0.239593864773756
"ssp585",2255,"m",0.129911354369762,0.165759391907522
"ssp585",2255,"uf",0.027598648632255,0.0376337009286674
"ssp585",2255,"gamma",0.305631108711445,0.360234885573261
"ssp585",2255,"UMV",0.000549346381371233,0.00855739845935111
"ssp585",2255,"forcing",0.226430383898757,0.2432392292377
"ssp585",2260,"aPhi",0.0177260632061171,0.0262056636311713
"ssp585",2260,"n",0.197165287711309,0.245042124231391
"ssp585",2260,"m",0.134148419990018,0.17049321419342
"ssp585",2260,"uf",0.0287508471203372,0.0387535689447887
"ssp585",2260,"gamma",0.301332657267659,0.355741597208089
"ssp585",2260,"UMV",0.000942105498185787,0.00901415096815883
"ssp585",2260,"forcing",0.220039826411145,0.237029083470313
"ssp585",2265,"aPhi",0.0173754670734202,0.02578184354886
"ssp585",2265,"n",0.202347845248943,0.25056496469387
"ssp585",2265,"m",0.138381737369396,0.175233359662359
"ssp585",2265,"uf",0.0298792379088053,0.0398453475581868
"ssp585",2265,"gamma",0.296876325797516,0.351122719635231
"ssp585",2265,"UMV",0.00133286440958476,0.00946249117365561
"ssp585",2265,"forcing",0.213757550489903,0.230935762165255
"ssp585",2270,"aPhi",0.0170396827769037,0.0253949498656405
"ssp585",2270,"n",0.20724922445691,0.255773107964435
"ssp585",2270,"m",0.142414421940552,0.179739800579606
"ssp585",2270,"uf",0.0309746595613844,0.0409042288681618
"ssp585",2270,"gamma",0.292556245839099,0.346622837186972
"ssp585",2270,"UMV",0.00172393499646918,0.00991090042748788
"ssp585",2270,"forcing",0.207861535715064,0.2252498258199
"ssp585",2275,"aPhi",0.0167034782076642,0.025024465256658
"ssp585",2275,"n",0.212719963192658,0.261618524670072
"ssp585",2275,"m",0.147076036801786,0.18494738072174
"ssp585",2275,"uf",0.0322265211245754,0.0421274080274204
"ssp585",2275,"gamma",0.288216957071076,0.342135066384888
"ssp585",2275,"UMV",0.00216767419505645,0.0104231882925677
"ssp585",2275,"forcing",0.200468899940002,0.218119119700609
"ssp585",2280,"aPhi",0.0164201960379178,0.0247229172131185
"ssp585",2280,"n",0.217190141181742,0.26640163215092
"ssp585",2280,"m",0.150854538214837,0.189173667233122
"ssp585",2280,"uf",0.0332266691005788,0.0430997286656649
"ssp585",2280,"gamma",0.284526394432805,0.338339626531832
"ssp585",2280,"UMV",0.00252801554978994,0.0108340718904383
"ssp585",2280,"forcing",0.194624495664902,0.212491943679702
"ssp585",2285,"aPhi",0.0161606267329355,0.0244595034974516
"ssp585",2285,"n",0.221020977876957,0.270492519950697
"ssp585",2285,"m",0.154133046894659,0.192832896995169
"ssp585",2285,"uf",0.0341091896050054,0.0439504661150308
"ssp585",2285,"gamma",0.281103451180633,0.334805283165363
"ssp585",2285,"UMV",0.00285292512965126,0.0112012132812502
"ssp585",2285,"forcing",0.189830985458098,0.207889858438515
"ssp585",2290,"aPhi",0.0158790482284862,0.0241871655731546
"ssp585",2290,"n",0.225323109243351,0.275082818813743
"ssp585",2290,"m",0.157849974197857,0.196976485093022
"ssp585",2290,"uf",0.035117412582025,0.0449272417540041
"ssp585",2290,"gamma",0.277365810197648,0.330937913963029
"ssp585",2290,"UMV",0.00323039162269977,0.0116299262964062
"ssp585",2290,"forcing",0.184256341744775,0.202556894454318
"ssp585",2295,"aPhi",0.0155641232900933,0.0238993554381496
"ssp585",2295,"n",0.229894195048735,0.279957257435183
"ssp585",2295,"m",0.161879629354801,0.201459102069562
"ssp585",2295,"uf",0.036225361767776,0.045993473971699
"ssp585",2295,"gamma",0.273145305430796,0.326563996664554
"ssp585",2295,"UMV",0.00365172027577876,0.012104846244804
"ssp585",2295,"forcing",0.178468294198634,0.197034307266303
"ssp585",2300,"aPhi",0.0153000675629847,0.0236635570732664
"ssp585",2300,"n",0.23354682314993,0.283847595723962
"ssp585",2300,"m",0.165003650038355,0.204941000990864
"ssp585",2300,"uf",0.0370768491404721,0.046806907860827
"ssp585",2300,"gamma",0.2695777439575,0.32287485550521
"ssp585",2300,"UMV",0.00398519494495139,0.0124761302817092
"ssp585",2300,"forcing",0.174193190933639,0.192979423455358
